signal,method,sample_idx,value
vib_normal_0hp,ORIGINAL,1923,-0.027537
vib_normal_0hp,ORIGINAL,1924,0.026703
vib_normal_0hp,ORIGINAL,1925,0.065714
vib_normal_0hp,ORIGINAL,1926,0.06321
vib_normal_0hp,ORIGINAL,1927,0.027329
vib_normal_0hp,ORIGINAL,1928,-0.033378
vib_normal_0hp,ORIGINAL,1929,-0.074058
vib_normal_0hp,ORIGINAL,1930,-0.077188
vib_normal_0hp,ORIGINAL,1931,-0.06029
vib_normal_0hp,ORIGINAL,1932,-0.038594
vib_normal_0hp,ORIGINAL,1933,-0.040889
vib_normal_0hp,ORIGINAL,1934,-0.03171
vib_normal_0hp,ORIGINAL,1935,0.013769
vib_normal_0hp,ORIGINAL,1936,0.065088
vib_normal_0hp,ORIGINAL,1937,0.074893
vib_normal_0hp,ORIGINAL,1938,0.036925
vib_normal_0hp,ORIGINAL,1939,-0.011682
vib_normal_0hp,ORIGINAL,1940,-0.03609
vib_normal_0hp,ORIGINAL,1941,-0.034839
vib_normal_0hp,ORIGINAL,1942,-0.02858
vib_normal_0hp,ORIGINAL,1943,-0.019818
vib_normal_0hp,ORIGINAL,1944,-0.016272
vib_normal_0hp,ORIGINAL,1945,-0.017315
vib_normal_0hp,ORIGINAL,1946,-0.006884
vib_normal_0hp,ORIGINAL,1947,0.030666
vib_normal_0hp,ORIGINAL,1948,0.064254
vib_normal_0hp,ORIGINAL,1949,0.048607
vib_normal_0hp,ORIGINAL,1950,0.005633
vib_normal_0hp,ORIGINAL,1951,-0.030249
vib_normal_0hp,ORIGINAL,1952,-0.045687
vib_normal_0hp,ORIGINAL,1953,-0.035047
vib_normal_0hp,ORIGINAL,1954,-0.016481
vib_normal_0hp,ORIGINAL,1955,0.007719
vib_normal_0hp,ORIGINAL,1956,0.011474
vib_normal_0hp,ORIGINAL,1957,0.008553
vib_normal_0hp,ORIGINAL,1958,0.053197
vib_normal_0hp,ORIGINAL,1959,0.100761
vib_normal_0hp,ORIGINAL,1960,0.1235
vib_normal_0hp,ORIGINAL,1961,0.102222
vib_normal_0hp,ORIGINAL,1962,0.048399
vib_normal_0hp,ORIGINAL,1963,0.016689
vib_normal_0hp,ORIGINAL,1964,-0.002295
vib_normal_0hp,ORIGINAL,1965,0.00897
vib_normal_0hp,ORIGINAL,1966,-0.001252
vib_normal_0hp,ORIGINAL,1967,-0.037134
vib_normal_0hp,ORIGINAL,1968,-0.030249
vib_normal_0hp,ORIGINAL,1969,-0.00605
vib_normal_0hp,ORIGINAL,1970,0.034839
vib_normal_0hp,ORIGINAL,1971,0.056118
vib_normal_0hp,ORIGINAL,1972,0.046313
vib_normal_0hp,ORIGINAL,1973,0.014603
vib_normal_0hp,ORIGINAL,1974,-0.012934
vib_normal_0hp,ORIGINAL,1975,-0.018775
vib_normal_0hp,ORIGINAL,1976,-0.016689
vib_normal_0hp,ORIGINAL,1977,0.006884
vib_normal_0hp,ORIGINAL,1978,0.003546
vib_normal_0hp,ORIGINAL,1979,-0.003755
vib_normal_0hp,ORIGINAL,1980,-0.003546
vib_normal_0hp,ORIGINAL,1981,-0.000209
vib_normal_0hp,ORIGINAL,1982,0.02858
vib_normal_0hp,ORIGINAL,1983,0.02712
vib_normal_0hp,ORIGINAL,1984,0.014186
vib_normal_0hp,ORIGINAL,1985,0.001043
vib_normal_0hp,ORIGINAL,1986,-0.00897
vib_normal_0hp,ORIGINAL,1987,0.013769
vib_normal_0hp,ORIGINAL,1988,0.028998
vib_normal_0hp,ORIGINAL,1989,0.030041
vib_normal_0hp,ORIGINAL,1990,0.01356
vib_normal_0hp,ORIGINAL,1991,0.009388
vib_normal_0hp,ORIGINAL,1992,0.03463
vib_normal_0hp,ORIGINAL,1993,0.055492
vib_normal_0hp,ORIGINAL,1994,0.085532
vib_normal_0hp,ORIGINAL,1995,0.078648
vib_normal_0hp,ORIGINAL,1996,0.035256
vib_normal_0hp,ORIGINAL,1997,0.014812
vib_normal_0hp,ORIGINAL,1998,0.01961
vib_normal_0hp,ORIGINAL,1999,0.054449
vib_normal_0hp,IMP_INTERP_ERROR,0,0.053197
vib_normal_0hp,IMP_INTERP_ERROR,1,0.088662
vib_normal_0hp,IMP_INTERP_ERROR,2,0.099718
vib_normal_0hp,IMP_INTERP_ERROR,3,0.058621
vib_normal_0hp,IMP_INTERP_ERROR,4,-0.00459
vib_normal_0hp,IMP_INTERP_ERROR,5,-0.056952
vib_normal_0hp,IMP_INTERP_ERROR,6,-0.071764
vib_normal_0hp,IMP_INTERP_ERROR,7,-0.058621
vib_normal_0hp,IMP_INTERP_ERROR,8,-0.046521
vib_normal_0hp,IMP_INTERP_ERROR,9,-0.049859
vib_normal_0hp,IMP_INTERP_ERROR,10,-0.051111
vib_normal_0hp,IMP_INTERP_ERROR,11,-0.015646
vib_normal_0hp,IMP_INTERP_ERROR,12,0.045895
vib_normal_0hp,IMP_INTERP_ERROR,13,0.092208
vib_normal_0hp,IMP_INTERP_ERROR,14,0.091791
vib_normal_0hp,IMP_INTERP_ERROR,15,0.060498
vib_normal_0hp,IMP_INTERP_ERROR,16,0.024408
vib_normal_0hp,IMP_INTERP_ERROR,17,-0.000209
vib_normal_0hp,IMP_INTERP_ERROR,18,0.017524
vib_normal_0hp,IMP_INTERP_ERROR,19,0.026286
vib_normal_0hp,IMP_INTERP_ERROR,20,-0.003546
vib_normal_0hp,IMP_INTERP_ERROR,21,-0.041097
vib_normal_0hp,IMP_INTERP_ERROR,22,-0.062376
vib_normal_0hp,IMP_INTERP_ERROR,23,-0.032544
vib_normal_0hp,IMP_INTERP_ERROR,24,0.005007
vib_normal_0hp,IMP_INTERP_ERROR,25,0.02858
vib_normal_0hp,IMP_INTERP_ERROR,26,0.043809
vib_normal_0hp,IMP_INTERP_ERROR,27,0.040889
vib_normal_0hp,IMP_INTERP_ERROR,28,0.055283
vib_normal_0hp,IMP_INTERP_ERROR,29,0.085324
vib_normal_0hp,IMP_INTERP_ERROR,30,0.10848
vib_normal_0hp,IMP_INTERP_ERROR,31,0.099092
vib_normal_0hp,IMP_INTERP_ERROR,32,0.05883
vib_normal_0hp,IMP_INTERP_ERROR,33,0.031501
vib_normal_0hp,IMP_INTERP_ERROR,34,0.01961
vib_normal_0hp,IMP_INTERP_ERROR,35,0.029415
vib_normal_0hp,IMP_INTERP_ERROR,36,0.06029
vib_normal_0hp,IMP_INTERP_ERROR,37,0.075727
vib_normal_0hp,IMP_INTERP_ERROR,38,0.066966
vib_normal_0hp,IMP_INTERP_ERROR,39,0.059038
vib_normal_0hp,IMP_INTERP_ERROR,40,0.064045
vib_normal_0hp,IMP_INTERP_ERROR,41,0.070095
vib_normal_0hp,IMP_INTERP_ERROR,42,0.0678
vib_normal_0hp,IMP_INTERP_ERROR,43,0.044435
vib_normal_0hp,IMP_INTERP_ERROR,44,0.02107
vib_normal_0hp,IMP_INTERP_ERROR,45,0.017315
vib_normal_0hp,IMP_INTERP_ERROR,46,0.041306
vib_normal_0hp,IMP_INTERP_ERROR,47,0.096589
vib_normal_0hp,IMP_INTERP_ERROR,48,0.140815
vib_normal_0hp,IMP_INTERP_ERROR,49,0.150412
vib_normal_0hp,IMP_INTERP_ERROR,50,0.139981
vib_normal_0hp,IMP_INTERP_ERROR,51,0.120162
vib_normal_0hp,IMP_INTERP_ERROR,52,0.099092
vib_normal_0hp,IMP_INTERP_ERROR,53,0.081569
vib_normal_0hp,IMP_INTERP_ERROR,54,0.051945
vib_normal_0hp,IMP_INTERP_ERROR,55,0.00605
vib_normal_0hp,IMP_INTERP_ERROR,56,-0.038177
vib_normal_0hp,IMP_INTERP_ERROR,57,-0.051737
vib_normal_0hp,IMP_INTERP_ERROR,58,-0.021487
vib_normal_0hp,IMP_INTERP_ERROR,59,0.020653
vib_normal_0hp,IMP_INTERP_ERROR,60,0.044852
vib_normal_0hp,IMP_INTERP_ERROR,61,0.058621
vib_normal_0hp,IMP_INTERP_ERROR,62,0.065922
vib_normal_0hp,IMP_INTERP_ERROR,63,0.071764
vib_normal_0hp,IMP_INTERP_ERROR,64,0.07239
vib_normal_0hp,IMP_INTERP_ERROR,65,0.031084
vib_normal_0hp,IMP_INTERP_ERROR,66,-0.039846
vib_normal_0hp,IMP_INTERP_ERROR,67,-0.124752
vib_normal_0hp,IMP_INTERP_ERROR,68,-0.183164
vib_normal_0hp,IMP_INTERP_ERROR,69,-0.173359
vib_normal_0hp,IMP_INTERP_ERROR,70,-0.136226
vib_normal_0hp,IMP_INTERP_ERROR,71,-0.065297
vib_normal_0hp,IMP_INTERP_ERROR,72,0.00459
vib_normal_0hp,IMP_INTERP_ERROR,73,0.058204
vib_normal_0hp,IMP_INTERP_ERROR,74,0.098675
vib_normal_0hp,IMP_INTERP_ERROR,75,0.07239
vib_normal_0hp,IMP_INTERP_ERROR,76,0.01815
vib_normal_0hp,IMP_INTERP_ERROR,77,-0.061333
vib_normal_0hp,IMP_INTERP_ERROR,78,-0.148951
vib_normal_0hp,IMP_INTERP_ERROR,79,-0.19589
vib_normal_0hp,IMP_INTERP_ERROR,80,-0.198602
vib_normal_0hp,IMP_INTERP_ERROR,81,-0.133514
vib_normal_0hp,IMP_INTERP_ERROR,82,-0.048607
vib_normal_0hp,IMP_INTERP_ERROR,83,0.030249
vib_normal_0hp,IMP_INTERP_ERROR,84,0.082403
vib_normal_0hp,IMP_INTERP_ERROR,85,0.109106
vib_normal_0hp,IMP_INTERP_ERROR,86,0.125795
vib_normal_0hp,IMP_INTERP_ERROR,87,0.091791
vib_normal_0hp,IMP_INTERP_ERROR,88,0.03463
vib_normal_0hp,IMP_INTERP_ERROR,89,-0.044435
vib_normal_0hp,IMP_INTERP_ERROR,90,-0.110775
vib_normal_0hp,IMP_INTERP_ERROR,91,-0.127464
vib_normal_0hp,IMP_INTERP_ERROR,92,-0.106602
vib_normal_0hp,IMP_INTERP_ERROR,93,-0.046313
vib_normal_0hp,IMP_INTERP_ERROR,94,0.005424
vib_normal_0hp,IMP_INTERP_ERROR,95,0.040263
vib_normal_0hp,IMP_INTERP_ERROR,96,0.086367
vib_normal_0hp,IMP_INTERP_ERROR,97,0.124961
vib_normal_0hp,IMP_INTERP_ERROR,98,0.134974
vib_normal_0hp,IMP_INTERP_ERROR,99,0.098466
vib_normal_0hp,IMP_INTERP_ERROR,100,0.020236
vib_normal_0hp,IMP_INTERP_ERROR,101,-0.069886
vib_normal_0hp,IMP_INTERP_ERROR,102,-0.131219
vib_normal_0hp,IMP_INTERP_ERROR,103,-0.133931
vib_normal_0hp,IMP_INTERP_ERROR,104,-0.083863
vib_normal_0hp,IMP_INTERP_ERROR,105,0.001043
vib_normal_0hp,IMP_INTERP_ERROR,106,0.062585
vib_normal_0hp,IMP_INTERP_ERROR,107,0.10097
vib_normal_0hp,IMP_INTERP_ERROR,108,0.144362
vib_normal_0hp,IMP_INTERP_ERROR,109,0.168353
vib_normal_0hp,IMP_INTERP_ERROR,110,0.154584
vib_normal_0hp,IMP_INTERP_ERROR,111,0.084489
vib_normal_0hp,IMP_INTERP_ERROR,112,-0.021905
vib_normal_0hp,IMP_INTERP_ERROR,113,-0.108897
vib_normal_0hp,IMP_INTERP_ERROR,114,-0.132471
vib_normal_0hp,IMP_INTERP_ERROR,115,-0.098258
vib_normal_0hp,IMP_INTERP_ERROR,116,-0.035256
vib_normal_0hp,IMP_INTERP_ERROR,117,0.050902
vib_normal_0hp,IMP_INTERP_ERROR,118,0.129967
vib_normal_0hp,IMP_INTERP_ERROR,119,0.185459
vib_normal_0hp,IMP_INTERP_ERROR,120,0.217794
vib_normal_0hp,IMP_INTERP_ERROR,121,0.209658
vib_normal_0hp,IMP_INTERP_ERROR,122,0.161051
vib_normal_0hp,IMP_INTERP_ERROR,123,0.0863665
vib_normal_0hp,IMP_INTERP_ERROR,124,0.011682
vib_normal_0hp,IMP_INTERP_ERROR,125,-0.04068
vib_normal_0hp,IMP_INTERP_ERROR,126,-0.035047
vib_normal_0hp,IMP_INTERP_ERROR,127,0.009179
vib_normal_0hp,IMP_INTERP_ERROR,128,0.0429745
vib_normal_0hp,IMP_INTERP_ERROR,129,0.07677
vib_normal_0hp,IMP_INTERP_ERROR,130,0.09638
vib_normal_0hp,IMP_INTERP_ERROR,131,0.11599
vib_normal_0hp,IMP_INTERP_ERROR,132,0.1356
vib_normal_0hp,IMP_INTERP_ERROR,133,0.117033
vib_normal_0hp,IMP_INTERP_ERROR,134,0.061124
vib_normal_0hp,IMP_INTERP_ERROR,135,-0.018775
vib_normal_0hp,IMP_INTERP_ERROR,136,-0.088662
vib_normal_0hp,IMP_INTERP_ERROR,137,-0.096589
vib_normal_0hp,IMP_INTERP_ERROR,138,-0.070929
vib_normal_0hp,IMP_INTERP_ERROR,139,-0.0225305
vib_normal_0hp,IMP_INTERP_ERROR,140,0.025868
vib_normal_0hp,IMP_INTERP_ERROR,141,0.053197
vib_normal_0hp,IMP_INTERP_ERROR,142,0.0680085
vib_normal_0hp,IMP_INTERP_ERROR,143,0.08282
vib_normal_0hp,IMP_INTERP_ERROR,144,0.078022
vib_normal_0hp,IMP_INTERP_ERROR,145,0.044644
vib_normal_0hp,IMP_INTERP_ERROR,146,-0.027329
vib_normal_0hp,IMP_INTERP_ERROR,147,-0.118911
vib_normal_0hp,IMP_INTERP_ERROR,148,-0.176906
vib_normal_0hp,IMP_INTERP_ERROR,149,-0.178783
vib_normal_0hp,IMP_INTERP_ERROR,150,-0.148117
vib_normal_0hp,IMP_INTERP_ERROR,151,-0.0936685
vib_normal_0hp,IMP_INTERP_ERROR,152,-0.03922
vib_normal_0hp,IMP_INTERP_ERROR,153,0.000764667
vib_normal_0hp,IMP_INTERP_ERROR,154,0.0407493
vib_normal_0hp,IMP_INTERP_ERROR,155,0.080734
vib_normal_0hp,IMP_INTERP_ERROR,156,0.075727
vib_normal_0hp,IMP_INTERP_ERROR,157,0.018984
vib_normal_0hp,IMP_INTERP_ERROR,158,-0.0577865
vib_normal_0hp,IMP_INTERP_ERROR,159,-0.134557
vib_normal_0hp,IMP_INTERP_ERROR,160,-0.16877
vib_normal_0hp,IMP_INTERP_ERROR,161,-0.155627
vib_normal_0hp,IMP_INTERP_ERROR,162,-0.127255
vib_normal_0hp,IMP_INTERP_ERROR,163,-0.0988837
vib_normal_0hp,IMP_INTERP_ERROR,164,-0.070512
vib_normal_0hp,IMP_INTERP_ERROR,165,-0.0529885
vib_normal_0hp,IMP_INTERP_ERROR,166,-0.035465
vib_normal_0hp,IMP_INTERP_ERROR,167,-0.043392
vib_normal_0hp,IMP_INTERP_ERROR,168,-0.075727
vib_normal_0hp,IMP_INTERP_ERROR,169,-0.118494
vib_normal_0hp,IMP_INTERP_ERROR,170,-0.16126
vib_normal_0hp,IMP_INTERP_ERROR,171,-0.163972
vib_normal_0hp,IMP_INTERP_ERROR,172,-0.119119
vib_normal_0hp,IMP_INTERP_ERROR,173,-0.0507975
vib_normal_0hp,IMP_INTERP_ERROR,174,0.017524
vib_normal_0hp,IMP_INTERP_ERROR,175,0.051945
vib_normal_0hp,IMP_INTERP_ERROR,176,0.069156
vib_normal_0hp,IMP_INTERP_ERROR,177,0.086367
vib_normal_0hp,IMP_INTERP_ERROR,178,0.070199
vib_normal_0hp,IMP_INTERP_ERROR,179,0.054031
vib_normal_0hp,IMP_INTERP_ERROR,180,0.0057365
vib_normal_0hp,IMP_INTERP_ERROR,181,-0.042558
vib_normal_0hp,IMP_INTERP_ERROR,182,-0.053614
vib_normal_0hp,IMP_INTERP_ERROR,183,-0.041723
vib_normal_0hp,IMP_INTERP_ERROR,184,-0.0139423
vib_normal_0hp,IMP_INTERP_ERROR,185,0.0138383
vib_normal_0hp,IMP_INTERP_ERROR,186,0.041619
vib_normal_0hp,IMP_INTERP_ERROR,187,0.0693997
vib_normal_0hp,IMP_INTERP_ERROR,188,0.0971803
vib_normal_0hp,IMP_INTERP_ERROR,189,0.124961
vib_normal_0hp,IMP_INTERP_ERROR,190,0.133097
vib_normal_0hp,IMP_INTERP_ERROR,191,0.107437
vib_normal_0hp,IMP_INTERP_ERROR,192,0.06175
vib_normal_0hp,IMP_INTERP_ERROR,193,0.016063
vib_normal_0hp,IMP_INTERP_ERROR,194,0.016063
vib_normal_0hp,IMP_INTERP_ERROR,195,0.0506935
vib_normal_0hp,IMP_INTERP_ERROR,196,0.085324
vib_normal_0hp,IMP_INTERP_ERROR,197,0.0956505
vib_normal_0hp,IMP_INTERP_ERROR,198,0.105977
vib_normal_0hp,IMP_INTERP_ERROR,199,0.099927
vib_normal_0hp,IMP_INTERP_ERROR,200,0.093877
vib_normal_0hp,IMP_INTERP_ERROR,201,0.05424
vib_normal_0hp,IMP_INTERP_ERROR,202,0.014603
vib_normal_0hp,IMP_INTERP_ERROR,203,-0.052154
vib_normal_0hp,IMP_INTERP_ERROR,204,-0.118911
vib_normal_0hp,IMP_INTERP_ERROR,205,-0.13706
vib_normal_0hp,IMP_INTERP_ERROR,206,-0.094503
vib_normal_0hp,IMP_INTERP_ERROR,207,-0.020653
vib_normal_0hp,IMP_INTERP_ERROR,208,0.0302493
vib_normal_0hp,IMP_INTERP_ERROR,209,0.0811517
vib_normal_0hp,IMP_INTERP_ERROR,210,0.132054
vib_normal_0hp,IMP_INTERP_ERROR,211,0.162511
vib_normal_0hp,IMP_INTERP_ERROR,212,0.159382
vib_normal_0hp,IMP_INTERP_ERROR,213,0.119745
vib_normal_0hp,IMP_INTERP_ERROR,214,0.059873
vib_normal_0hp,IMP_INTERP_ERROR,215,-0.01429
vib_normal_0hp,IMP_INTERP_ERROR,216,-0.088453
vib_normal_0hp,IMP_INTERP_ERROR,217,-0.113278
vib_normal_0hp,IMP_INTERP_ERROR,218,-0.097841
vib_normal_0hp,IMP_INTERP_ERROR,219,-0.057839
vib_normal_0hp,IMP_INTERP_ERROR,220,-0.017837
vib_normal_0hp,IMP_INTERP_ERROR,221,0.022165
vib_normal_0hp,IMP_INTERP_ERROR,222,0.062167
vib_normal_0hp,IMP_INTERP_ERROR,223,0.086158
vib_normal_0hp,IMP_INTERP_ERROR,224,0.091791
vib_normal_0hp,IMP_INTERP_ERROR,225,0.063419
vib_normal_0hp,IMP_INTERP_ERROR,226,0.020757
vib_normal_0hp,IMP_INTERP_ERROR,227,-0.021905
vib_normal_0hp,IMP_INTERP_ERROR,228,-0.037759
vib_normal_0hp,IMP_INTERP_ERROR,229,-0.0390107
vib_normal_0hp,IMP_INTERP_ERROR,230,-0.0402625
vib_normal_0hp,IMP_INTERP_ERROR,231,-0.0415143
vib_normal_0hp,IMP_INTERP_ERROR,232,-0.042766
vib_normal_0hp,IMP_INTERP_ERROR,233,-0.0351167
vib_normal_0hp,IMP_INTERP_ERROR,234,-0.0274673
vib_normal_0hp,IMP_INTERP_ERROR,235,-0.019818
vib_normal_0hp,IMP_INTERP_ERROR,236,-0.033378
vib_normal_0hp,IMP_INTERP_ERROR,237,-0.0646705
vib_normal_0hp,IMP_INTERP_ERROR,238,-0.095963
vib_normal_0hp,IMP_INTERP_ERROR,239,-0.105977
vib_normal_0hp,IMP_INTERP_ERROR,240,-0.086575
vib_normal_0hp,IMP_INTERP_ERROR,241,-0.042975
vib_normal_0hp,IMP_INTERP_ERROR,242,-0.02566
vib_normal_0hp,IMP_INTERP_ERROR,243,-0.008345
vib_normal_0hp,IMP_INTERP_ERROR,244,0.0215567
vib_normal_0hp,IMP_INTERP_ERROR,245,0.0514583
vib_normal_0hp,IMP_INTERP_ERROR,246,0.08136
vib_normal_0hp,IMP_INTERP_ERROR,247,0.065297
vib_normal_0hp,IMP_INTERP_ERROR,248,0.015229
vib_normal_0hp,IMP_INTERP_ERROR,249,-0.034839
vib_normal_0hp,IMP_INTERP_ERROR,250,-0.06321
vib_normal_0hp,IMP_INTERP_ERROR,251,-0.045478
vib_normal_0hp,IMP_INTERP_ERROR,252,0.00605
vib_normal_0hp,IMP_INTERP_ERROR,253,0.057578
vib_normal_0hp,IMP_INTERP_ERROR,254,0.088453
vib_normal_0hp,IMP_INTERP_ERROR,255,0.0983623
vib_normal_0hp,IMP_INTERP_ERROR,256,0.108272
vib_normal_0hp,IMP_INTERP_ERROR,257,0.118181
vib_normal_0hp,IMP_INTERP_ERROR,258,0.12809
vib_normal_0hp,IMP_INTERP_ERROR,259,0.101387
vib_normal_0hp,IMP_INTERP_ERROR,260,0.0584125
vib_normal_0hp,IMP_INTERP_ERROR,261,0.015438
vib_normal_0hp,IMP_INTERP_ERROR,262,0.014812
vib_normal_0hp,IMP_INTERP_ERROR,263,0.0536145
vib_normal_0hp,IMP_INTERP_ERROR,264,0.092417
vib_normal_0hp,IMP_INTERP_ERROR,265,0.098119
vib_normal_0hp,IMP_INTERP_ERROR,266,0.103821
vib_normal_0hp,IMP_INTERP_ERROR,267,0.109523
vib_normal_0hp,IMP_INTERP_ERROR,268,0.134139
vib_normal_0hp,IMP_INTERP_ERROR,269,0.158756
vib_normal_0hp,IMP_INTERP_ERROR,270,0.145822
vib_normal_0hp,IMP_INTERP_ERROR,271,0.0943637
vib_normal_0hp,IMP_INTERP_ERROR,272,0.0429053
vib_normal_0hp,IMP_INTERP_ERROR,273,-0.008553
vib_normal_0hp,IMP_INTERP_ERROR,274,-0.021905
vib_normal_0hp,IMP_INTERP_ERROR,275,-0.0171068
vib_normal_0hp,IMP_INTERP_ERROR,276,-0.0123085
vib_normal_0hp,IMP_INTERP_ERROR,277,-0.00751025
vib_normal_0hp,IMP_INTERP_ERROR,278,-0.002712
vib_normal_0hp,IMP_INTERP_ERROR,279,0.039637
vib_normal_0hp,IMP_INTERP_ERROR,280,0.081986
vib_normal_0hp,IMP_INTERP_ERROR,281,0.124335
vib_normal_0hp,IMP_INTERP_ERROR,282,0.114321
vib_normal_0hp,IMP_INTERP_ERROR,283,0.0668263
vib_normal_0hp,IMP_INTERP_ERROR,284,0.0193317
vib_normal_0hp,IMP_INTERP_ERROR,285,-0.028163
vib_normal_0hp,IMP_INTERP_ERROR,286,-0.00073
vib_normal_0hp,IMP_INTERP_ERROR,287,0.026703
vib_normal_0hp,IMP_INTERP_ERROR,288,0.0272593
vib_normal_0hp,IMP_INTERP_ERROR,289,0.0278157
vib_normal_0hp,IMP_INTERP_ERROR,290,0.028372
vib_normal_0hp,IMP_INTERP_ERROR,291,0.052467
vib_normal_0hp,IMP_INTERP_ERROR,292,0.076562
vib_normal_0hp,IMP_INTERP_ERROR,293,0.059038
vib_normal_0hp,IMP_INTERP_ERROR,294,0.010118
vib_normal_0hp,IMP_INTERP_ERROR,295,-0.038802
vib_normal_0hp,IMP_INTERP_ERROR,296,-0.059038
vib_normal_0hp,IMP_INTERP_ERROR,297,-0.0389413
vib_normal_0hp,IMP_INTERP_ERROR,298,-0.0188447
vib_normal_0hp,IMP_INTERP_ERROR,299,0.001252
vib_normal_0hp,IMP_INTERP_ERROR,300,-0.0107435
vib_normal_0hp,IMP_INTERP_ERROR,301,-0.022739
vib_normal_0hp,IMP_INTERP_ERROR,302,-0.003755
vib_normal_0hp,IMP_INTERP_ERROR,303,0.015229
vib_normal_0hp,IMP_INTERP_ERROR,304,0.034213
vib_normal_0hp,IMP_INTERP_ERROR,305,0.003964
vib_normal_0hp,IMP_INTERP_ERROR,306,-0.0436005
vib_normal_0hp,IMP_INTERP_ERROR,307,-0.091165
vib_normal_0hp,IMP_INTERP_ERROR,308,-0.083342
vib_normal_0hp,IMP_INTERP_ERROR,309,-0.075519
vib_normal_0hp,IMP_INTERP_ERROR,310,-0.067696
vib_normal_0hp,IMP_INTERP_ERROR,311,-0.059873
vib_normal_0hp,IMP_INTERP_ERROR,312,-0.063315
vib_normal_0hp,IMP_INTERP_ERROR,313,-0.066757
vib_normal_0hp,IMP_INTERP_ERROR,314,-0.0407497
vib_normal_0hp,IMP_INTERP_ERROR,315,-0.0147423
vib_normal_0hp,IMP_INTERP_ERROR,316,0.011265
vib_normal_0hp,IMP_INTERP_ERROR,317,-0.005285
vib_normal_0hp,IMP_INTERP_ERROR,318,-0.021835
vib_normal_0hp,IMP_INTERP_ERROR,319,-0.038385
vib_normal_0hp,IMP_INTERP_ERROR,320,-0.0215915
vib_normal_0hp,IMP_INTERP_ERROR,321,-0.004798
vib_normal_0hp,IMP_INTERP_ERROR,322,0.0119955
vib_normal_0hp,IMP_INTERP_ERROR,323,0.028789
vib_normal_0hp,IMP_INTERP_ERROR,324,0.0455825
vib_normal_0hp,IMP_INTERP_ERROR,325,0.062376
vib_normal_0hp,IMP_INTERP_ERROR,326,0.0791695
vib_normal_0hp,IMP_INTERP_ERROR,327,0.095963
vib_normal_0hp,IMP_INTERP_ERROR,328,0.0799
vib_normal_0hp,IMP_INTERP_ERROR,329,0.020653
vib_normal_0hp,IMP_INTERP_ERROR,330,-0.038594
vib_normal_0hp,IMP_INTERP_ERROR,331,-0.038385
vib_normal_0hp,IMP_INTERP_ERROR,332,-0.010535
vib_normal_0hp,IMP_INTERP_ERROR,333,0.017315
vib_normal_0hp,IMP_INTERP_ERROR,334,0.023365
vib_normal_0hp,IMP_INTERP_ERROR,335,0.029415
vib_normal_0hp,IMP_INTERP_ERROR,336,0.0586907
vib_normal_0hp,IMP_INTERP_ERROR,337,0.0879663
vib_normal_0hp,IMP_INTERP_ERROR,338,0.117242
vib_normal_0hp,IMP_INTERP_ERROR,339,0.105768
vib_normal_0hp,IMP_INTERP_ERROR,340,0.068739
vib_normal_0hp,IMP_INTERP_ERROR,341,0.03171
vib_normal_0hp,IMP_INTERP_ERROR,342,0.012308
vib_normal_0hp,IMP_INTERP_ERROR,343,0.0341085
vib_normal_0hp,IMP_INTERP_ERROR,344,0.055909
vib_normal_0hp,IMP_INTERP_ERROR,345,0.044331
vib_normal_0hp,IMP_INTERP_ERROR,346,0.032753
vib_normal_0hp,IMP_INTERP_ERROR,347,0.035152
vib_normal_0hp,IMP_INTERP_ERROR,348,0.037551
vib_normal_0hp,IMP_INTERP_ERROR,349,0.03995
vib_normal_0hp,IMP_INTERP_ERROR,350,0.042349
vib_normal_0hp,IMP_INTERP_ERROR,351,0.0226
vib_normal_0hp,IMP_INTERP_ERROR,352,0.002851
vib_normal_0hp,IMP_INTERP_ERROR,353,-0.016898
vib_normal_0hp,IMP_INTERP_ERROR,354,0.012621
vib_normal_0hp,IMP_INTERP_ERROR,355,0.04214
vib_normal_0hp,IMP_INTERP_ERROR,356,0.058621
vib_normal_0hp,IMP_INTERP_ERROR,357,0.075102
vib_normal_0hp,IMP_INTERP_ERROR,358,0.072598
vib_normal_0hp,IMP_INTERP_ERROR,359,0.08814
vib_normal_0hp,IMP_INTERP_ERROR,360,0.103682
vib_normal_0hp,IMP_INTERP_ERROR,361,0.091791
vib_normal_0hp,IMP_INTERP_ERROR,362,0.041723
vib_normal_0hp,IMP_INTERP_ERROR,363,-0.041097
vib_normal_0hp,IMP_INTERP_ERROR,364,-0.097215
vib_normal_0hp,IMP_INTERP_ERROR,365,-0.102847
vib_normal_0hp,IMP_INTERP_ERROR,366,-0.0700947
vib_normal_0hp,IMP_INTERP_ERROR,367,-0.0373423
vib_normal_0hp,IMP_INTERP_ERROR,368,-0.00459
vib_normal_0hp,IMP_INTERP_ERROR,369,0.018045
vib_normal_0hp,IMP_INTERP_ERROR,370,0.04068
vib_normal_0hp,IMP_INTERP_ERROR,371,0.063315
vib_normal_0hp,IMP_INTERP_ERROR,372,0.08595
vib_normal_0hp,IMP_INTERP_ERROR,373,0.076353
vib_normal_0hp,IMP_INTERP_ERROR,374,0.0296233
vib_normal_0hp,IMP_INTERP_ERROR,375,-0.0171063
vib_normal_0hp,IMP_INTERP_ERROR,376,-0.063836
vib_normal_0hp,IMP_INTERP_ERROR,377,-0.048955
