signal,method,bin,norm_freq,magnitude
vib_normal_0hp,LTTB_OFFLINE,175,0.341797,0.107971
vib_normal_0hp,LTTB_OFFLINE,176,0.34375,0.0967275
vib_normal_0hp,LTTB_OFFLINE,177,0.345703,0.0894885
vib_normal_0hp,LTTB_OFFLINE,178,0.347656,0.224209
vib_normal_0hp,LTTB_OFFLINE,179,0.349609,0.125442
vib_normal_0hp,LTTB_OFFLINE,180,0.351562,0.137211
vib_normal_0hp,LTTB_OFFLINE,181,0.353516,0.189031
vib_normal_0hp,LTTB_OFFLINE,182,0.355469,0.158758
vib_normal_0hp,LTTB_OFFLINE,183,0.357422,0.132053
vib_normal_0hp,LTTB_OFFLINE,184,0.359375,0.119092
vib_normal_0hp,LTTB_OFFLINE,185,0.361328,0.0545825
vib_normal_0hp,LTTB_OFFLINE,186,0.363281,0.156461
vib_normal_0hp,LTTB_OFFLINE,187,0.365234,0.189823
vib_normal_0hp,LTTB_OFFLINE,188,0.367188,0.11609
vib_normal_0hp,LTTB_OFFLINE,189,0.369141,0.222103
vib_normal_0hp,LTTB_OFFLINE,190,0.371094,0.106885
vib_normal_0hp,LTTB_OFFLINE,191,0.373047,0.151527
vib_normal_0hp,LTTB_OFFLINE,192,0.375,0.110086
vib_normal_0hp,LTTB_OFFLINE,193,0.376953,0.0579102
vib_normal_0hp,LTTB_OFFLINE,194,0.378906,0.193745
vib_normal_0hp,LTTB_OFFLINE,195,0.380859,0.0778766
vib_normal_0hp,LTTB_OFFLINE,196,0.382812,0.267774
vib_normal_0hp,LTTB_OFFLINE,197,0.384766,0.219242
vib_normal_0hp,LTTB_OFFLINE,198,0.386719,0.0603744
vib_normal_0hp,LTTB_OFFLINE,199,0.388672,0.169539
vib_normal_0hp,LTTB_OFFLINE,200,0.390625,0.180369
vib_normal_0hp,LTTB_OFFLINE,201,0.392578,0.171865
vib_normal_0hp,LTTB_OFFLINE,202,0.394531,0.207499
vib_normal_0hp,LTTB_OFFLINE,203,0.396484,0.0807185
vib_normal_0hp,LTTB_OFFLINE,204,0.398438,0.143898
vib_normal_0hp,LTTB_OFFLINE,205,0.400391,0.286899
vib_normal_0hp,LTTB_OFFLINE,206,0.402344,0.0433443
vib_normal_0hp,LTTB_OFFLINE,207,0.404297,0.352274
vib_normal_0hp,LTTB_OFFLINE,208,0.40625,0.154334
vib_normal_0hp,LTTB_OFFLINE,209,0.408203,0.146846
vib_normal_0hp,LTTB_OFFLINE,210,0.410156,0.0447436
vib_normal_0hp,LTTB_OFFLINE,211,0.412109,0.0530867
vib_normal_0hp,LTTB_OFFLINE,212,0.414062,0.190252
vib_normal_0hp,LTTB_OFFLINE,213,0.416016,0.071451
vib_normal_0hp,LTTB_OFFLINE,214,0.417969,0.0599496
vib_normal_0hp,LTTB_OFFLINE,215,0.419922,0.112501
vib_normal_0hp,LTTB_OFFLINE,216,0.421875,0.0759043
vib_normal_0hp,LTTB_OFFLINE,217,0.423828,0.130411
vib_normal_0hp,LTTB_OFFLINE,218,0.425781,0.0657362
vib_normal_0hp,LTTB_OFFLINE,219,0.427734,0.0570165
vib_normal_0hp,LTTB_OFFLINE,220,0.429688,0.104274
vib_normal_0hp,LTTB_OFFLINE,221,0.431641,0.188259
vib_normal_0hp,LTTB_OFFLINE,222,0.433594,0.144897
vib_normal_0hp,LTTB_OFFLINE,223,0.435547,0.0401035
vib_normal_0hp,LTTB_OFFLINE,224,0.4375,0.256446
vib_normal_0hp,LTTB_OFFLINE,225,0.439453,0.221578
vib_normal_0hp,LTTB_OFFLINE,226,0.441406,0.304389
vib_normal_0hp,LTTB_OFFLINE,227,0.443359,0.0858003
vib_normal_0hp,LTTB_OFFLINE,228,0.445312,0.0423337
vib_normal_0hp,LTTB_OFFLINE,229,0.447266,0.0679722
vib_normal_0hp,LTTB_OFFLINE,230,0.449219,0.197181
vib_normal_0hp,LTTB_OFFLINE,231,0.451172,0.162343
vib_normal_0hp,LTTB_OFFLINE,232,0.453125,0.0445372
vib_normal_0hp,LTTB_OFFLINE,233,0.455078,0.252695
vib_normal_0hp,LTTB_OFFLINE,234,0.457031,0.139897
vib_normal_0hp,LTTB_OFFLINE,235,0.458984,0.104897
vib_normal_0hp,LTTB_OFFLINE,236,0.460938,0.0473971
vib_normal_0hp,LTTB_OFFLINE,237,0.462891,0.0698859
vib_normal_0hp,LTTB_OFFLINE,238,0.464844,0.125658
vib_normal_0hp,LTTB_OFFLINE,239,0.466797,0.138156
vib_normal_0hp,LTTB_OFFLINE,240,0.46875,0.179717
vib_normal_0hp,LTTB_OFFLINE,241,0.470703,0.0711788
vib_normal_0hp,LTTB_OFFLINE,242,0.472656,0.129728
vib_normal_0hp,LTTB_OFFLINE,243,0.474609,0.383687
vib_normal_0hp,LTTB_OFFLINE,244,0.476562,0.0115113
vib_normal_0hp,LTTB_OFFLINE,245,0.478516,0.178456
vib_normal_0hp,LTTB_OFFLINE,246,0.480469,0.152585
vib_normal_0hp,LTTB_OFFLINE,247,0.482422,0.120425
vib_normal_0hp,LTTB_OFFLINE,248,0.484375,0.411695
vib_normal_0hp,LTTB_OFFLINE,249,0.486328,0.204982
vib_normal_0hp,LTTB_OFFLINE,250,0.488281,0.174547
vib_normal_0hp,LTTB_OFFLINE,251,0.490234,0.291783
vib_normal_0hp,LTTB_OFFLINE,252,0.492188,0.190592
vib_normal_0hp,LTTB_OFFLINE,253,0.494141,0.142993
vib_normal_0hp,LTTB_OFFLINE,254,0.496094,0.155001
vib_normal_0hp,LTTB_OFFLINE,255,0.498047,0.312763
vib_normal_0hp,IMP_INTERP_COMPOSITE,0,0,6.77604
vib_normal_0hp,IMP_INTERP_COMPOSITE,1,0.00195312,0.455481
vib_normal_0hp,IMP_INTERP_COMPOSITE,2,0.00390625,4.49837
vib_normal_0hp,IMP_INTERP_COMPOSITE,3,0.00585938,1.88198
vib_normal_0hp,IMP_INTERP_COMPOSITE,4,0.0078125,4.78812
vib_normal_0hp,IMP_INTERP_COMPOSITE,5,0.00976562,1.19084
vib_normal_0hp,IMP_INTERP_COMPOSITE,6,0.0117188,3.56787
vib_normal_0hp,IMP_INTERP_COMPOSITE,7,0.0136719,11.7103
vib_normal_0hp,IMP_INTERP_COMPOSITE,8,0.015625,0.483843
vib_normal_0hp,IMP_INTERP_COMPOSITE,9,0.0175781,2.59599
vib_normal_0hp,IMP_INTERP_COMPOSITE,10,0.0195312,2.04748
vib_normal_0hp,IMP_INTERP_COMPOSITE,11,0.0214844,1.80518
vib_normal_0hp,IMP_INTERP_COMPOSITE,12,0.0234375,3.61821
vib_normal_0hp,IMP_INTERP_COMPOSITE,13,0.0253906,0.850452
vib_normal_0hp,IMP_INTERP_COMPOSITE,14,0.0273438,0.663706
vib_normal_0hp,IMP_INTERP_COMPOSITE,15,0.0292969,4.78616
vib_normal_0hp,IMP_INTERP_COMPOSITE,16,0.03125,0.933032
vib_normal_0hp,IMP_INTERP_COMPOSITE,17,0.0332031,1.47258
vib_normal_0hp,IMP_INTERP_COMPOSITE,18,0.0351562,0.509364
vib_normal_0hp,IMP_INTERP_COMPOSITE,19,0.0371094,0.962779
vib_normal_0hp,IMP_INTERP_COMPOSITE,20,0.0390625,0.355783
vib_normal_0hp,IMP_INTERP_COMPOSITE,21,0.0410156,0.726154
vib_normal_0hp,IMP_INTERP_COMPOSITE,22,0.0429688,0.387181
vib_normal_0hp,IMP_INTERP_COMPOSITE,23,0.0449219,0.376503
vib_normal_0hp,IMP_INTERP_COMPOSITE,24,0.046875,0.473418
vib_normal_0hp,IMP_INTERP_COMPOSITE,25,0.0488281,0.416469
vib_normal_0hp,IMP_INTERP_COMPOSITE,26,0.0507812,0.727195
vib_normal_0hp,IMP_INTERP_COMPOSITE,27,0.0527344,0.698861
vib_normal_0hp,IMP_INTERP_COMPOSITE,28,0.0546875,3.86271
vib_normal_0hp,IMP_INTERP_COMPOSITE,29,0.0566406,3.84769
vib_normal_0hp,IMP_INTERP_COMPOSITE,30,0.0585938,1.47164
vib_normal_0hp,IMP_INTERP_COMPOSITE,31,0.0605469,3.61169
vib_normal_0hp,IMP_INTERP_COMPOSITE,32,0.0625,0.949723
vib_normal_0hp,IMP_INTERP_COMPOSITE,33,0.0644531,0.315634
vib_normal_0hp,IMP_INTERP_COMPOSITE,34,0.0664062,1.36546
vib_normal_0hp,IMP_INTERP_COMPOSITE,35,0.0683594,2.73448
vib_normal_0hp,IMP_INTERP_COMPOSITE,36,0.0703125,2.36243
vib_normal_0hp,IMP_INTERP_COMPOSITE,37,0.0722656,2.06639
vib_normal_0hp,IMP_INTERP_COMPOSITE,38,0.0742188,0.733255
vib_normal_0hp,IMP_INTERP_COMPOSITE,39,0.0761719,1.44873
vib_normal_0hp,IMP_INTERP_COMPOSITE,40,0.078125,0.567236
vib_normal_0hp,IMP_INTERP_COMPOSITE,41,0.0800781,2.06101
vib_normal_0hp,IMP_INTERP_COMPOSITE,42,0.0820312,2.35319
vib_normal_0hp,IMP_INTERP_COMPOSITE,43,0.0839844,5.82477
vib_normal_0hp,IMP_INTERP_COMPOSITE,44,0.0859375,11.9819
vib_normal_0hp,IMP_INTERP_COMPOSITE,45,0.0878906,11.2155
vib_normal_0hp,IMP_INTERP_COMPOSITE,46,0.0898438,4.87194
vib_normal_0hp,IMP_INTERP_COMPOSITE,47,0.0917969,6.24144
vib_normal_0hp,IMP_INTERP_COMPOSITE,48,0.09375,3.30064
vib_normal_0hp,IMP_INTERP_COMPOSITE,49,0.0957031,0.794631
vib_normal_0hp,IMP_INTERP_COMPOSITE,50,0.0976562,0.508959
vib_normal_0hp,IMP_INTERP_COMPOSITE,51,0.0996094,0.490211
vib_normal_0hp,IMP_INTERP_COMPOSITE,52,0.101562,0.614129
vib_normal_0hp,IMP_INTERP_COMPOSITE,53,0.103516,0.807823
vib_normal_0hp,IMP_INTERP_COMPOSITE,54,0.105469,0.454158
vib_normal_0hp,IMP_INTERP_COMPOSITE,55,0.107422,0.443223
vib_normal_0hp,IMP_INTERP_COMPOSITE,56,0.109375,1.55861
vib_normal_0hp,IMP_INTERP_COMPOSITE,57,0.111328,1.68003
vib_normal_0hp,IMP_INTERP_COMPOSITE,58,0.113281,0.552172
vib_normal_0hp,IMP_INTERP_COMPOSITE,59,0.115234,0.993062
vib_normal_0hp,IMP_INTERP_COMPOSITE,60,0.117188,0.476032
vib_normal_0hp,IMP_INTERP_COMPOSITE,61,0.119141,0.540741
vib_normal_0hp,IMP_INTERP_COMPOSITE,62,0.121094,0.540565
vib_normal_0hp,IMP_INTERP_COMPOSITE,63,0.123047,0.713385
vib_normal_0hp,IMP_INTERP_COMPOSITE,64,0.125,0.239461
vib_normal_0hp,IMP_INTERP_COMPOSITE,65,0.126953,0.390535
vib_normal_0hp,IMP_INTERP_COMPOSITE,66,0.128906,0.290298
vib_normal_0hp,IMP_INTERP_COMPOSITE,67,0.130859,0.176781
vib_normal_0hp,IMP_INTERP_COMPOSITE,68,0.132812,0.0963792
vib_normal_0hp,IMP_INTERP_COMPOSITE,69,0.134766,0.346206
vib_normal_0hp,IMP_INTERP_COMPOSITE,70,0.136719,0.242859
vib_normal_0hp,IMP_INTERP_COMPOSITE,71,0.138672,0.387544
vib_normal_0hp,IMP_INTERP_COMPOSITE,72,0.140625,0.484868
vib_normal_0hp,IMP_INTERP_COMPOSITE,73,0.142578,0.391304
vib_normal_0hp,IMP_INTERP_COMPOSITE,74,0.144531,0.383932
vib_normal_0hp,IMP_INTERP_COMPOSITE,75,0.146484,0.189168
vib_normal_0hp,IMP_INTERP_COMPOSITE,76,0.148438,0.232863
vib_normal_0hp,IMP_INTERP_COMPOSITE,77,0.150391,0.338952
vib_normal_0hp,IMP_INTERP_COMPOSITE,78,0.152344,0.32119
vib_normal_0hp,IMP_INTERP_COMPOSITE,79,0.154297,0.462707
vib_normal_0hp,IMP_INTERP_COMPOSITE,80,0.15625,0.121313
vib_normal_0hp,IMP_INTERP_COMPOSITE,81,0.158203,0.529032
vib_normal_0hp,IMP_INTERP_COMPOSITE,82,0.160156,0.142466
vib_normal_0hp,IMP_INTERP_COMPOSITE,83,0.162109,0.307335
vib_normal_0hp,IMP_INTERP_COMPOSITE,84,0.164062,0.629761
vib_normal_0hp,IMP_INTERP_COMPOSITE,85,0.166016,0.310611
vib_normal_0hp,IMP_INTERP_COMPOSITE,86,0.167969,0.977048
vib_normal_0hp,IMP_INTERP_COMPOSITE,87,0.169922,0.656696
vib_normal_0hp,IMP_INTERP_COMPOSITE,88,0.171875,1.39047
vib_normal_0hp,IMP_INTERP_COMPOSITE,89,0.173828,1.70669
vib_normal_0hp,IMP_INTERP_COMPOSITE,90,0.175781,4.59286
vib_normal_0hp,IMP_INTERP_COMPOSITE,91,0.177734,0.847222
vib_normal_0hp,IMP_INTERP_COMPOSITE,92,0.179688,0.600466
vib_normal_0hp,IMP_INTERP_COMPOSITE,93,0.181641,0.433654
vib_normal_0hp,IMP_INTERP_COMPOSITE,94,0.183594,0.422635
vib_normal_0hp,IMP_INTERP_COMPOSITE,95,0.185547,0.352269
vib_normal_0hp,IMP_INTERP_COMPOSITE,96,0.1875,0.378692
vib_normal_0hp,IMP_INTERP_COMPOSITE,97,0.189453,0.125806
vib_normal_0hp,IMP_INTERP_COMPOSITE,98,0.191406,0.186594
vib_normal_0hp,IMP_INTERP_COMPOSITE,99,0.193359,0.353295
vib_normal_0hp,IMP_INTERP_COMPOSITE,100,0.195312,0.226214
vib_normal_0hp,IMP_INTERP_COMPOSITE,101,0.197266,0.34434
vib_normal_0hp,IMP_INTERP_COMPOSITE,102,0.199219,0.108016
vib_normal_0hp,IMP_INTERP_COMPOSITE,103,0.201172,0.204229
vib_normal_0hp,IMP_INTERP_COMPOSITE,104,0.203125,0.212689
vib_normal_0hp,IMP_INTERP_COMPOSITE,105,0.205078,0.123037
vib_normal_0hp,IMP_INTERP_COMPOSITE,106,0.207031,0.113297
vib_normal_0hp,IMP_INTERP_COMPOSITE,107,0.208984,0.0891249
vib_normal_0hp,IMP_INTERP_COMPOSITE,108,0.210938,0.0772946
vib_normal_0hp,IMP_INTERP_COMPOSITE,109,0.212891,0.108946
vib_normal_0hp,IMP_INTERP_COMPOSITE,110,0.214844,0.334365
vib_normal_0hp,IMP_INTERP_COMPOSITE,111,0.216797,0.10686
vib_normal_0hp,IMP_INTERP_COMPOSITE,112,0.21875,0.219318
vib_normal_0hp,IMP_INTERP_COMPOSITE,113,0.220703,0.331787
vib_normal_0hp,IMP_INTERP_COMPOSITE,114,0.222656,0.00865905
vib_normal_0hp,IMP_INTERP_COMPOSITE,115,0.224609,0.078237
vib_normal_0hp,IMP_INTERP_COMPOSITE,116,0.226562,0.218383
vib_normal_0hp,IMP_INTERP_COMPOSITE,117,0.228516,0.107958
vib_normal_0hp,IMP_INTERP_COMPOSITE,118,0.230469,0.0622763
vib_normal_0hp,IMP_INTERP_COMPOSITE,119,0.232422,0.119832
vib_normal_0hp,IMP_INTERP_COMPOSITE,120,0.234375,0.24288
vib_normal_0hp,IMP_INTERP_COMPOSITE,121,0.236328,0.166295
vib_normal_0hp,IMP_INTERP_COMPOSITE,122,0.238281,0.223537
vib_normal_0hp,IMP_INTERP_COMPOSITE,123,0.240234,0.146105
vib_normal_0hp,IMP_INTERP_COMPOSITE,124,0.242188,0.0125342
vib_normal_0hp,IMP_INTERP_COMPOSITE,125,0.244141,0.0891785
vib_normal_0hp,IMP_INTERP_COMPOSITE,126,0.246094,0.261438
vib_normal_0hp,IMP_INTERP_COMPOSITE,127,0.248047,0.111551
vib_normal_0hp,IMP_INTERP_COMPOSITE,128,0.25,0.251811
vib_normal_0hp,IMP_INTERP_COMPOSITE,129,0.251953,0.27908
vib_normal_0hp,IMP_INTERP_COMPOSITE,130,0.253906,0.150271
vib_normal_0hp,IMP_INTERP_COMPOSITE,131,0.255859,0.196114
vib_normal_0hp,IMP_INTERP_COMPOSITE,132,0.257812,0.106526
vib_normal_0hp,IMP_INTERP_COMPOSITE,133,0.259766,0.122733
vib_normal_0hp,IMP_INTERP_COMPOSITE,134,0.261719,0.0688629
vib_normal_0hp,IMP_INTERP_COMPOSITE,135,0.263672,0.271791
vib_normal_0hp,IMP_INTERP_COMPOSITE,136,0.265625,0.264803
vib_normal_0hp,IMP_INTERP_COMPOSITE,137,0.267578,0.169493
vib_normal_0hp,IMP_INTERP_COMPOSITE,138,0.269531,0.120577
vib_normal_0hp,IMP_INTERP_COMPOSITE,139,0.271484,0.118373
vib_normal_0hp,IMP_INTERP_COMPOSITE,140,0.273438,0.0359413
vib_normal_0hp,IMP_INTERP_COMPOSITE,141,0.275391,0.0701505
vib_normal_0hp,IMP_INTERP_COMPOSITE,142,0.277344,0.126962
vib_normal_0hp,IMP_INTERP_COMPOSITE,143,0.279297,0.0667689
vib_normal_0hp,IMP_INTERP_COMPOSITE,144,0.28125,0.0673809
vib_normal_0hp,IMP_INTERP_COMPOSITE,145,0.283203,0.108977
vib_normal_0hp,IMP_INTERP_COMPOSITE,146,0.285156,0.129712
vib_normal_0hp,IMP_INTERP_COMPOSITE,147,0.287109,0.223789
vib_normal_0hp,IMP_INTERP_COMPOSITE,148,0.289062,0.110058
vib_normal_0hp,IMP_INTERP_COMPOSITE,149,0.291016,0.0668692
vib_normal_0hp,IMP_INTERP_COMPOSITE,150,0.292969,0.0994782
vib_normal_0hp,IMP_INTERP_COMPOSITE,151,0.294922,0.0974725
vib_normal_0hp,IMP_INTERP_COMPOSITE,152,0.296875,0.0688877
vib_normal_0hp,IMP_INTERP_COMPOSITE,153,0.298828,0.0410999
vib_normal_0hp,IMP_INTERP_COMPOSITE,154,0.300781,0.0588471
vib_normal_0hp,IMP_INTERP_COMPOSITE,155,0.302734,0.022326
vib_normal_0hp,IMP_INTERP_COMPOSITE,156,0.304688,0.127133
vib_normal_0hp,IMP_INTERP_COMPOSITE,157,0.306641,0.185976
vib_normal_0hp,IMP_INTERP_COMPOSITE,158,0.308594,0.138155
vib_normal_0hp,IMP_INTERP_COMPOSITE,159,0.310547,0.0736447
vib_normal_0hp,IMP_INTERP_COMPOSITE,160,0.3125,0.11452
vib_normal_0hp,IMP_INTERP_COMPOSITE,161,0.314453,0.0846759
vib_normal_0hp,IMP_INTERP_COMPOSITE,162,0.316406,0.0205174
vib_normal_0hp,IMP_INTERP_COMPOSITE,163,0.318359,0.112245
vib_normal_0hp,IMP_INTERP_COMPOSITE,164,0.320312,0.0728701
vib_normal_0hp,IMP_INTERP_COMPOSITE,165,0.322266,0.118036
vib_normal_0hp,IMP_INTERP_COMPOSITE,166,0.324219,0.0556992
vib_normal_0hp,IMP_INTERP_COMPOSITE,167,0.326172,0.140658
vib_normal_0hp,IMP_INTERP_COMPOSITE,168,0.328125,0.0761674
vib_normal_0hp,IMP_INTERP_COMPOSITE,169,0.330078,0.118129
vib_normal_0hp,IMP_INTERP_COMPOSITE,170,0.332031,0.0690746
vib_normal_0hp,IMP_INTERP_COMPOSITE,171,0.333984,0.0446238
vib_normal_0hp,IMP_INTERP_COMPOSITE,172,0.335938,0.120449
vib_normal_0hp,IMP_INTERP_COMPOSITE,173,0.337891,0.0232415
vib_normal_0hp,IMP_INTERP_COMPOSITE,174,0.339844,0.0616137
vib_normal_0hp,IMP_INTERP_COMPOSITE,175,0.341797,0.0354214
vib_normal_0hp,IMP_INTERP_COMPOSITE,176,0.34375,0.140824
vib_normal_0hp,IMP_INTERP_COMPOSITE,177,0.345703,0.152594
vib_normal_0hp,IMP_INTERP_COMPOSITE,178,0.347656,0.0749086
vib_normal_0hp,IMP_INTERP_COMPOSITE,179,0.349609,0.113775
vib_normal_0hp,IMP_INTERP_COMPOSITE,180,0.351562,0.171099
vib_normal_0hp,IMP_INTERP_COMPOSITE,181,0.353516,0.125154
vib_normal_0hp,IMP_INTERP_COMPOSITE,182,0.355469,0.0293334
vib_normal_0hp,IMP_INTERP_COMPOSITE,183,0.357422,0.0739179
vib_normal_0hp,IMP_INTERP_COMPOSITE,184,0.359375,0.16339
vib_normal_0hp,IMP_INTERP_COMPOSITE,185,0.361328,0.0487613
vib_normal_0hp,IMP_INTERP_COMPOSITE,186,0.363281,0.0462133
vib_normal_0hp,IMP_INTERP_COMPOSITE,187,0.365234,0.101209
vib_normal_0hp,IMP_INTERP_COMPOSITE,188,0.367188,0.0590869
vib_normal_0hp,IMP_INTERP_COMPOSITE,189,0.369141,0.0956619
vib_normal_0hp,IMP_INTERP_COMPOSITE,190,0.371094,0.12195
vib_normal_0hp,IMP_INTERP_COMPOSITE,191,0.373047,0.0858726
vib_normal_0hp,IMP_INTERP_COMPOSITE,192,0.375,0.0287731
vib_normal_0hp,IMP_INTERP_COMPOSITE,193,0.376953,0.155188
vib_normal_0hp,IMP_INTERP_COMPOSITE,194,0.378906,0.0685276
vib_normal_0hp,IMP_INTERP_COMPOSITE,195,0.380859,0.0242286
vib_normal_0hp,IMP_INTERP_COMPOSITE,196,0.382812,0.161308
vib_normal_0hp,IMP_INTERP_COMPOSITE,197,0.384766,0.0568647
vib_normal_0hp,IMP_INTERP_COMPOSITE,198,0.386719,0.0746827
vib_normal_0hp,IMP_INTERP_COMPOSITE,199,0.388672,0.14178
vib_normal_0hp,IMP_INTERP_COMPOSITE,200,0.390625,0.05993
vib_normal_0hp,IMP_INTERP_COMPOSITE,201,0.392578,0.038797
vib_normal_0hp,IMP_INTERP_COMPOSITE,202,0.394531,0.0870859
vib_normal_0hp,IMP_INTERP_COMPOSITE,203,0.396484,0.11699
vib_normal_0hp,IMP_INTERP_COMPOSITE,204,0.398438,0.133282
vib_normal_0hp,IMP_INTERP_COMPOSITE,205,0.400391,0.173183
vib_normal_0hp,IMP_INTERP_COMPOSITE,206,0.402344,0.0730623
vib_normal_0hp,IMP_INTERP_COMPOSITE,207,0.404297,0.18723
vib_normal_0hp,IMP_INTERP_COMPOSITE,208,0.40625,0.135568
vib_normal_0hp,IMP_INTERP_COMPOSITE,209,0.408203,0.152416
vib_normal_0hp,IMP_INTERP_COMPOSITE,210,0.410156,0.316257
vib_normal_0hp,IMP_INTERP_COMPOSITE,211,0.412109,0.27832
vib_normal_0hp,IMP_INTERP_COMPOSITE,212,0.414062,0.110011
vib_normal_0hp,IMP_INTERP_COMPOSITE,213,0.416016,0.0922469
vib_normal_0hp,IMP_INTERP_COMPOSITE,214,0.417969,0.088112
vib_normal_0hp,IMP_INTERP_COMPOSITE,215,0.419922,0.142527
vib_normal_0hp,IMP_INTERP_COMPOSITE,216,0.421875,0.0517327
vib_normal_0hp,IMP_INTERP_COMPOSITE,217,0.423828,0.0612014
vib_normal_0hp,IMP_INTERP_COMPOSITE,218,0.425781,0.0624788
vib_normal_0hp,IMP_INTERP_COMPOSITE,219,0.427734,0.0990082
vib_normal_0hp,IMP_INTERP_COMPOSITE,220,0.429688,0.0285496
vib_normal_0hp,IMP_INTERP_COMPOSITE,221,0.431641,0.0823675
vib_normal_0hp,IMP_INTERP_COMPOSITE,222,0.433594,0.0653641
vib_normal_0hp,IMP_INTERP_COMPOSITE,223,0.435547,0.0914283
vib_normal_0hp,IMP_INTERP_COMPOSITE,224,0.4375,0.0659635
vib_normal_0hp,IMP_INTERP_COMPOSITE,225,0.439453,0.164614
vib_normal_0hp,IMP_INTERP_COMPOSITE,226,0.441406,0.160109
vib_normal_0hp,IMP_INTERP_COMPOSITE,227,0.443359,0.059637
vib_normal_0hp,IMP_INTERP_COMPOSITE,228,0.445312,0.0315155
vib_normal_0hp,IMP_INTERP_COMPOSITE,229,0.447266,0.0511161
vib_normal_0hp,IMP_INTERP_COMPOSITE,230,0.449219,0.121774
vib_normal_0hp,IMP_INTERP_COMPOSITE,231,0.451172,0.0756615
vib_normal_0hp,IMP_INTERP_COMPOSITE,232,0.453125,0.0458239
vib_normal_0hp,IMP_INTERP_COMPOSITE,233,0.455078,0.044126
vib_normal_0hp,IMP_INTERP_COMPOSITE,234,0.457031,0.125898
vib_normal_0hp,IMP_INTERP_COMPOSITE,235,0.458984,0.122469
vib_normal_0hp,IMP_INTERP_COMPOSITE,236,0.460938,0.0350764
vib_normal_0hp,IMP_INTERP_COMPOSITE,237,0.462891,0.0383063
vib_normal_0hp,IMP_INTERP_COMPOSITE,238,0.464844,0.0754969
vib_normal_0hp,IMP_INTERP_COMPOSITE,239,0.466797,0.0617441
vib_normal_0hp,IMP_INTERP_COMPOSITE,240,0.46875,0.0959962
vib_normal_0hp,IMP_INTERP_COMPOSITE,241,0.470703,0.0479409
vib_normal_0hp,IMP_INTERP_COMPOSITE,242,0.472656,0.0153525
vib_normal_0hp,IMP_INTERP_COMPOSITE,243,0.474609,0.121438
vib_normal_0hp,IMP_INTERP_COMPOSITE,244,0.476562,0.0747382
vib_normal_0hp,IMP_INTERP_COMPOSITE,245,0.478516,0.0812217
vib_normal_0hp,IMP_INTERP_COMPOSITE,246,0.480469,0.0503211
vib_normal_0hp,IMP_INTERP_COMPOSITE,247,0.482422,0.0623724
vib_normal_0hp,IMP_INTERP_COMPOSITE,248,0.484375,0.0856811
vib_normal_0hp,IMP_INTERP_COMPOSITE,249,0.486328,0.0244026
vib_normal_0hp,IMP_INTERP_COMPOSITE,250,0.488281,0.0290394
vib_normal_0hp,IMP_INTERP_COMPOSITE,251,0.490234,0.0255635
vib_normal_0hp,IMP_INTERP_COMPOSITE,252,0.492188,0.0299911
vib_normal_0hp,IMP_INTERP_COMPOSITE,253,0.494141,0.0357751
vib_normal_0hp,IMP_INTERP_COMPOSITE,254,0.496094,0.0707003
vib_normal_0hp,IMP_INTERP_COMPOSITE,255,0.498047,0.0772912
vib_inner_race_007,ORIGINAL,0,0,8.15751
vib_inner_race_007,ORIGINAL,1,0.00195312,0.183752
vib_inner_race_007,ORIGINAL,2,0.00390625,0.194281
vib_inner_race_007,ORIGINAL,3,0.00585938,0.299649
vib_inner_race_007,ORIGINAL,4,0.0078125,0.354079
vib_inner_race_007,ORIGINAL,5,0.00976562,0.706787
vib_inner_race_007,ORIGINAL,6,0.0117188,1.20014
vib_inner_race_007,ORIGINAL,7,0.0136719,4.7129
vib_inner_race_007,ORIGINAL,8,0.015625,2.19081
vib_inner_race_007,ORIGINAL,9,0.0175781,1.04293
vib_inner_race_007,ORIGINAL,10,0.0195312,1.04621
vib_inner_race_007,ORIGINAL,11,0.0214844,0.893641
vib_inner_race_007,ORIGINAL,12,0.0234375,0.643019
vib_inner_race_007,ORIGINAL,13,0.0253906,1.11482
vib_inner_race_007,ORIGINAL,14,0.0273438,0.953591
vib_inner_race_007,ORIGINAL,15,0.0292969,1.31577
vib_inner_race_007,ORIGINAL,16,0.03125,0.961735
vib_inner_race_007,ORIGINAL,17,0.0332031,2.22993
vib_inner_race_007,ORIGINAL,18,0.0351562,3.10813
vib_inner_race_007,ORIGINAL,19,0.0371094,3.87798
vib_inner_race_007,ORIGINAL,20,0.0390625,4.41459
vib_inner_race_007,ORIGINAL,21,0.0410156,1.85297
vib_inner_race_007,ORIGINAL,22,0.0429688,4.9401
vib_inner_race_007,ORIGINAL,23,0.0449219,2.12627
vib_inner_race_007,ORIGINAL,24,0.046875,1.20265
vib_inner_race_007,ORIGINAL,25,0.0488281,3.4146
vib_inner_race_007,ORIGINAL,26,0.0507812,16.6833
vib_inner_race_007,ORIGINAL,27,0.0527344,2.21013
vib_inner_race_007,ORIGINAL,28,0.0546875,2.47143
vib_inner_race_007,ORIGINAL,29,0.0566406,9.16771
vib_inner_race_007,ORIGINAL,30,0.0585938,0.938129
vib_inner_race_007,ORIGINAL,31,0.0605469,1.34342
vib_inner_race_007,ORIGINAL,32,0.0625,3.13529
vib_inner_race_007,ORIGINAL,33,0.0644531,2.9347
vib_inner_race_007,ORIGINAL,34,0.0664062,1.1791
