method,overload,trial,window_idx,true_label,pred_label,correct,snr_db,spec_corr,class_name
PROPOSED,100,1,31,1,1,1,12.31,0.9754,inner_race
PROPOSED,100,1,32,1,1,1,12.19,0.9737,inner_race
PROPOSED,100,1,33,1,1,1,12.47,0.9736,inner_race
PROPOSED,100,1,34,1,1,1,12.40,0.9779,inner_race
PROPOSED,100,1,35,1,1,1,13.23,0.9787,inner_race
PROPOSED,100,1,36,1,1,1,12.74,0.9802,inner_race
PROPOSED,100,1,37,1,1,1,11.77,0.9745,inner_race
PROPOSED,100,1,38,2,2,1,9.52,0.9661,ball_fault
PROPOSED,100,1,39,2,2,1,9.75,0.9693,ball_fault
PROPOSED,100,1,40,2,2,1,9.03,0.9607,ball_fault
PROPOSED,100,1,41,2,2,1,9.94,0.9678,ball_fault
PROPOSED,100,1,42,2,2,1,8.68,0.9525,ball_fault
PROPOSED,100,1,43,2,2,1,10.62,0.9745,ball_fault
PROPOSED,100,1,44,2,2,1,8.53,0.9517,ball_fault
PROPOSED,100,1,45,2,2,1,9.54,0.9613,ball_fault
PROPOSED,100,1,46,2,2,1,9.68,0.9606,ball_fault
PROPOSED,100,1,47,2,2,1,9.37,0.9667,ball_fault
PROPOSED,100,1,48,2,2,1,8.96,0.9604,ball_fault
PROPOSED,100,1,49,2,2,1,8.49,0.9568,ball_fault
PROPOSED,100,1,50,2,2,1,10.66,0.9753,ball_fault
PROPOSED,100,1,51,2,2,1,11.06,0.9758,ball_fault
PROPOSED,100,1,52,2,2,1,9.45,0.9617,ball_fault
PROPOSED,100,1,53,2,2,1,10.39,0.9673,ball_fault
PROPOSED,100,1,54,2,2,1,10.29,0.9673,ball_fault
PROPOSED,100,1,55,2,2,1,8.58,0.9603,ball_fault
PROPOSED,100,1,56,2,2,1,10.55,0.9756,ball_fault
PROPOSED,100,2,0,0,0,1,25.08,0.9992,normal
PROPOSED,100,2,1,0,0,1,24.55,0.9991,normal
PROPOSED,100,2,2,0,0,1,25.42,0.9992,normal
PROPOSED,100,2,3,0,0,1,24.54,0.9990,normal
PROPOSED,100,2,4,0,0,1,24.67,0.9991,normal
PROPOSED,100,2,5,0,0,1,25.22,0.9992,normal
PROPOSED,100,2,6,0,0,1,25.57,0.9993,normal
PROPOSED,100,2,7,0,0,1,24.55,0.9989,normal
PROPOSED,100,2,8,0,0,1,25.10,0.9992,normal
PROPOSED,100,2,9,0,0,1,25.23,0.9993,normal
PROPOSED,100,2,10,0,0,1,23.42,0.9987,normal
PROPOSED,100,2,11,0,0,1,24.44,0.9988,normal
PROPOSED,100,2,12,0,0,1,24.53,0.9988,normal
PROPOSED,100,2,13,0,0,1,24.66,0.9991,normal
PROPOSED,100,2,14,0,0,1,24.01,0.9989,normal
PROPOSED,100,2,15,0,0,1,25.22,0.9993,normal
PROPOSED,100,2,16,0,0,1,24.88,0.9991,normal
PROPOSED,100,2,17,0,0,1,24.78,0.9991,normal
PROPOSED,100,2,18,0,0,1,24.08,0.9988,normal
PROPOSED,100,2,19,1,1,1,12.20,0.9753,inner_race
PROPOSED,100,2,20,1,1,1,12.61,0.9776,inner_race
PROPOSED,100,2,21,1,1,1,13.56,0.9824,inner_race
PROPOSED,100,2,22,1,1,1,13.72,0.9849,inner_race
PROPOSED,100,2,23,1,1,1,13.94,0.9815,inner_race
PROPOSED,100,2,24,1,1,1,13.99,0.9827,inner_race
PROPOSED,100,2,25,1,1,1,12.82,0.9800,inner_race
PROPOSED,100,2,26,1,1,1,12.45,0.9794,inner_race
PROPOSED,100,2,27,1,1,1,12.82,0.9771,inner_race
PROPOSED,100,2,28,1,1,1,12.89,0.9802,inner_race
PROPOSED,100,2,29,1,1,1,13.44,0.9850,inner_race
PROPOSED,100,2,30,1,1,1,12.32,0.9759,inner_race
PROPOSED,100,2,31,1,1,1,12.33,0.9751,inner_race
PROPOSED,100,2,32,1,1,1,13.86,0.9835,inner_race
PROPOSED,100,2,33,1,1,1,12.47,0.9736,inner_race
PROPOSED,100,2,34,1,1,1,12.41,0.9771,inner_race
PROPOSED,100,2,35,1,1,1,13.25,0.9789,inner_race
PROPOSED,100,2,36,1,1,1,12.93,0.9801,inner_race
PROPOSED,100,2,37,1,1,1,11.35,0.9700,inner_race
PROPOSED,100,2,38,2,2,1,9.46,0.9695,ball_fault
PROPOSED,100,2,39,2,2,1,9.82,0.9694,ball_fault
PROPOSED,100,2,40,2,2,1,9.01,0.9595,ball_fault
PROPOSED,100,2,41,2,2,1,9.94,0.9678,ball_fault
PROPOSED,100,2,42,2,2,1,8.87,0.9558,ball_fault
PROPOSED,100,2,43,2,2,1,10.64,0.9747,ball_fault
PROPOSED,100,2,44,2,2,1,9.88,0.9692,ball_fault
PROPOSED,100,2,45,2,2,1,9.59,0.9623,ball_fault
PROPOSED,100,2,46,2,2,1,9.68,0.9606,ball_fault
PROPOSED,100,2,47,2,2,1,9.37,0.9667,ball_fault
PROPOSED,100,2,48,2,2,1,8.95,0.9602,ball_fault
PROPOSED,100,2,49,2,2,1,8.49,0.9568,ball_fault
PROPOSED,100,2,50,2,2,1,10.50,0.9733,ball_fault
PROPOSED,100,2,51,2,2,1,11.06,0.9752,ball_fault
PROPOSED,100,2,52,2,2,1,9.42,0.9614,ball_fault
PROPOSED,100,2,53,2,2,1,10.39,0.9673,ball_fault
PROPOSED,100,2,54,2,2,1,10.27,0.9667,ball_fault
PROPOSED,100,2,55,2,2,1,8.54,0.9568,ball_fault
PROPOSED,100,2,56,2,2,1,10.63,0.9762,ball_fault
PROPOSED,100,3,0,0,0,1,25.08,0.9992,normal
PROPOSED,100,3,1,0,0,1,24.55,0.9991,normal
PROPOSED,100,3,2,0,0,1,25.50,0.9993,normal
PROPOSED,100,3,3,0,0,1,24.50,0.9990,normal
PROPOSED,100,3,4,0,0,1,24.67,0.9991,normal
PROPOSED,100,3,5,0,0,1,25.21,0.9992,normal
PROPOSED,100,3,6,0,0,1,25.54,0.9993,normal
PROPOSED,100,3,7,0,0,1,24.55,0.9989,normal
PROPOSED,100,3,8,0,0,1,25.05,0.9992,normal
PROPOSED,100,3,9,0,0,1,25.22,0.9993,normal
PROPOSED,100,3,10,0,0,1,23.42,0.9987,normal
PROPOSED,100,3,11,0,0,1,24.42,0.9988,normal
PROPOSED,100,3,12,0,0,1,24.53,0.9988,normal
PROPOSED,100,3,13,0,0,1,24.66,0.9991,normal
PROPOSED,100,3,14,0,0,1,24.01,0.9989,normal
PROPOSED,100,3,15,0,0,1,25.22,0.9993,normal
PROPOSED,100,3,16,0,0,1,24.88,0.9991,normal
PROPOSED,100,3,17,0,0,1,24.78,0.9991,normal
PROPOSED,100,3,18,0,0,1,24.12,0.9988,normal
PROPOSED,100,3,19,1,1,1,12.20,0.9753,inner_race
PROPOSED,100,3,20,1,1,1,12.61,0.9776,inner_race
PROPOSED,100,3,21,1,1,1,13.53,0.9820,inner_race
PROPOSED,100,3,22,1,1,1,13.72,0.9849,inner_race
PROPOSED,100,3,23,1,1,1,13.94,0.9815,inner_race
PROPOSED,100,3,24,1,1,1,13.76,0.9819,inner_race
PROPOSED,100,3,25,1,1,1,12.82,0.9800,inner_race
PROPOSED,100,3,26,1,1,1,12.45,0.9794,inner_race
PROPOSED,100,3,27,1,1,1,12.82,0.9771,inner_race
PROPOSED,100,3,28,1,1,1,12.81,0.9805,inner_race
PROPOSED,100,3,29,1,1,1,13.44,0.9850,inner_race
PROPOSED,100,3,30,1,1,1,12.32,0.9759,inner_race
PROPOSED,100,3,31,1,1,1,12.22,0.9747,inner_race
PROPOSED,100,3,32,1,1,1,13.86,0.9835,inner_race
PROPOSED,100,3,33,1,1,1,12.41,0.9748,inner_race
PROPOSED,100,3,34,1,1,1,12.47,0.9780,inner_race
PROPOSED,100,3,35,1,1,1,13.25,0.9789,inner_race
PROPOSED,100,3,36,1,1,1,12.93,0.9801,inner_race
PROPOSED,100,3,37,1,1,1,11.35,0.9700,inner_race
PROPOSED,100,3,38,2,2,1,9.59,0.9672,ball_fault
PROPOSED,100,3,39,2,2,1,9.82,0.9694,ball_fault
PROPOSED,100,3,40,2,2,1,9.08,0.9601,ball_fault
PROPOSED,100,3,41,2,2,1,9.94,0.9678,ball_fault
PROPOSED,100,3,42,2,2,1,8.88,0.9554,ball_fault
PROPOSED,100,3,43,2,2,1,10.62,0.9745,ball_fault
PROPOSED,100,3,44,2,2,1,8.53,0.9517,ball_fault
PROPOSED,100,3,45,2,2,1,9.59,0.9623,ball_fault
PROPOSED,100,3,46,2,2,1,9.68,0.9606,ball_fault
PROPOSED,100,3,47,2,2,1,9.36,0.9683,ball_fault
PROPOSED,100,3,48,2,2,1,8.81,0.9612,ball_fault
PROPOSED,100,3,49,2,2,1,8.49,0.9568,ball_fault
PROPOSED,100,3,50,2,2,1,10.50,0.9733,ball_fault
PROPOSED,100,3,51,2,2,1,11.06,0.9752,ball_fault
PROPOSED,100,3,52,2,2,1,9.48,0.9620,ball_fault
PROPOSED,100,3,53,2,2,1,10.39,0.9673,ball_fault
PROPOSED,100,3,54,2,2,1,10.27,0.9667,ball_fault
PROPOSED,100,3,55,2,2,1,8.49,0.9562,ball_fault
PROPOSED,100,3,56,2,2,1,10.63,0.9762,ball_fault
PROPOSED,100,4,0,0,0,1,25.08,0.9992,normal
PROPOSED,100,4,1,0,0,1,24.55,0.9991,normal
PROPOSED,100,4,2,0,0,1,25.42,0.9992,normal
PROPOSED,100,4,3,0,0,1,24.58,0.9990,normal
PROPOSED,100,4,4,0,0,1,24.67,0.9991,normal
PROPOSED,100,4,5,0,0,1,25.21,0.9992,normal
PROPOSED,100,4,6,0,0,1,25.57,0.9993,normal
PROPOSED,100,4,7,0,0,1,24.55,0.9989,normal
PROPOSED,100,4,8,0,0,1,25.09,0.9992,normal
PROPOSED,100,4,9,0,0,1,25.28,0.9993,normal
PROPOSED,100,4,10,0,0,1,23.42,0.9987,normal
PROPOSED,100,4,11,0,0,1,24.44,0.9988,normal
PROPOSED,100,4,12,0,0,1,24.58,0.9989,normal
PROPOSED,100,4,13,0,0,1,24.66,0.9991,normal
PROPOSED,100,4,14,0,0,1,23.97,0.9989,normal
PROPOSED,100,4,15,0,0,1,25.15,0.9993,normal
PROPOSED,100,4,16,0,0,1,24.88,0.9991,normal
PROPOSED,100,4,17,0,0,1,24.78,0.9991,normal
PROPOSED,100,4,18,0,0,1,24.16,0.9988,normal
PROPOSED,100,4,19,1,1,1,12.20,0.9753,inner_race
PROPOSED,100,4,20,1,1,1,12.61,0.9776,inner_race
PROPOSED,100,4,21,1,1,1,13.43,0.9821,inner_race
PROPOSED,100,4,22,1,1,1,13.72,0.9849,inner_race
PROPOSED,100,4,23,1,1,1,13.94,0.9815,inner_race
PROPOSED,100,4,24,1,1,1,13.73,0.9812,inner_race
PROPOSED,100,4,25,1,1,1,12.82,0.9800,inner_race
PROPOSED,100,4,26,1,1,1,12.90,0.9823,inner_race
PROPOSED,100,4,27,1,1,1,12.82,0.9771,inner_race
PROPOSED,100,4,28,1,1,1,12.81,0.9805,inner_race
PROPOSED,100,4,29,1,1,1,13.34,0.9849,inner_race
PROPOSED,100,4,30,1,1,1,12.32,0.9759,inner_race
PROPOSED,100,4,31,1,1,1,12.22,0.9747,inner_race
PROPOSED,100,4,32,1,1,1,13.87,0.9833,inner_race
PROPOSED,100,4,33,1,1,1,12.47,0.9736,inner_race
PROPOSED,100,4,34,1,1,1,12.47,0.9780,inner_race
PROPOSED,100,4,35,1,1,1,13.25,0.9789,inner_race
PROPOSED,100,4,36,1,1,1,12.96,0.9802,inner_race
PROPOSED,100,4,37,1,1,1,11.50,0.9683,inner_race
PROPOSED,100,4,38,2,2,1,9.59,0.9672,ball_fault
PROPOSED,100,4,39,2,2,1,9.82,0.9694,ball_fault
PROPOSED,100,4,40,2,2,1,9.01,0.9595,ball_fault
PROPOSED,100,4,41,2,2,1,9.94,0.9678,ball_fault
PROPOSED,100,4,42,2,2,1,8.88,0.9554,ball_fault
PROPOSED,100,4,43,2,2,1,10.64,0.9747,ball_fault
PROPOSED,100,4,44,2,2,1,9.58,0.9675,ball_fault
PROPOSED,100,4,45,2,2,1,9.59,0.9623,ball_fault
PROPOSED,100,4,46,2,2,1,9.68,0.9606,ball_fault
PROPOSED,100,4,47,2,2,1,9.37,0.9667,ball_fault
PROPOSED,100,4,48,2,2,1,8.95,0.9602,ball_fault
PROPOSED,100,4,49,2,2,1,8.49,0.9568,ball_fault
PROPOSED,100,4,50,2,2,1,10.74,0.9750,ball_fault
PROPOSED,100,4,51,2,2,1,11.06,0.9752,ball_fault
PROPOSED,100,4,52,2,2,1,9.45,0.9617,ball_fault
PROPOSED,100,4,53,2,2,1,10.39,0.9673,ball_fault
PROPOSED,100,4,54,2,2,1,10.27,0.9667,ball_fault
PROPOSED,100,4,55,2,2,1,8.56,0.9575,ball_fault
PROPOSED,100,4,56,2,2,1,10.63,0.9762,ball_fault
PROPOSED_SPEC,10,0,0,0,0,1,30.63,0.9997,normal
PROPOSED_SPEC,10,0,1,0,0,1,30.53,0.9998,normal
PROPOSED_SPEC,10,0,2,0,0,1,30.69,0.9998,normal
PROPOSED_SPEC,10,0,3,0,0,1,30.53,0.9998,normal
PROPOSED_SPEC,10,0,4,0,0,1,31.02,0.9998,normal
PROPOSED_SPEC,10,0,5,0,0,1,31.57,0.9998,normal
PROPOSED_SPEC,10,0,6,0,0,1,31.58,0.9998,normal
PROPOSED_SPEC,10,0,7,0,0,1,30.23,0.9997,normal
PROPOSED_SPEC,10,0,8,0,0,1,31.17,0.9998,normal
PROPOSED_SPEC,10,0,9,0,0,1,31.88,0.9998,normal
PROPOSED_SPEC,10,0,10,0,0,1,29.31,0.9997,normal
PROPOSED_SPEC,10,0,11,0,0,1,31.04,0.9998,normal
PROPOSED_SPEC,10,0,12,0,0,1,32.25,0.9998,normal
PROPOSED_SPEC,10,0,13,0,0,1,30.21,0.9997,normal
PROPOSED_SPEC,10,0,14,0,0,1,29.49,0.9997,normal
PROPOSED_SPEC,10,0,15,0,0,1,31.19,0.9998,normal
PROPOSED_SPEC,10,0,16,0,0,1,31.16,0.9998,normal
PROPOSED_SPEC,10,0,17,0,0,1,31.39,0.9998,normal
PROPOSED_SPEC,10,0,18,0,0,1,30.65,0.9997,normal
PROPOSED_SPEC,10,0,19,1,1,1,19.00,0.9944,inner_race
PROPOSED_SPEC,10,0,20,1,1,1,19.05,0.9947,inner_race
PROPOSED_SPEC,10,0,21,1,1,1,20.40,0.9962,inner_race
PROPOSED_SPEC,10,0,22,1,1,1,19.73,0.9962,inner_race
PROPOSED_SPEC,10,0,23,1,1,1,21.12,0.9969,inner_race
PROPOSED_SPEC,10,0,24,1,1,1,19.78,0.9953,inner_race
PROPOSED_SPEC,10,0,25,1,1,1,18.37,0.9939,inner_race
PROPOSED_SPEC,10,0,26,1,1,1,19.33,0.9955,inner_race
PROPOSED_SPEC,10,0,27,1,1,1,18.78,0.9942,inner_race
PROPOSED_SPEC,10,0,28,1,1,1,19.64,0.9954,inner_race
PROPOSED_SPEC,10,0,29,1,1,1,20.23,0.9962,inner_race
PROPOSED_SPEC,10,0,30,1,1,1,18.11,0.9944,inner_race
PROPOSED_SPEC,10,0,31,1,1,1,18.86,0.9946,inner_race
PROPOSED_SPEC,10,0,32,1,1,1,21.24,0.9966,inner_race
PROPOSED_SPEC,10,0,33,1,1,1,20.15,0.9954,inner_race
PROPOSED_SPEC,10,0,34,1,1,1,19.84,0.9958,inner_race
PROPOSED_SPEC,10,0,35,1,1,1,19.44,0.9946,inner_race
PROPOSED_SPEC,10,0,36,1,1,1,20.69,0.9963,inner_race
PROPOSED_SPEC,10,0,37,1,1,1,19.94,0.9956,inner_race
PROPOSED_SPEC,10,0,38,2,2,1,16.84,0.9936,ball_fault
PROPOSED_SPEC,10,0,39,2,2,1,16.04,0.9940,ball_fault
PROPOSED_SPEC,10,0,40,2,2,1,15.51,0.9916,ball_fault
PROPOSED_SPEC,10,0,41,2,2,1,16.68,0.9926,ball_fault
PROPOSED_SPEC,10,0,42,2,2,1,15.84,0.9910,ball_fault
PROPOSED_SPEC,10,0,43,2,2,1,16.55,0.9932,ball_fault
PROPOSED_SPEC,10,0,44,2,2,1,16.46,0.9929,ball_fault
PROPOSED_SPEC,10,0,45,2,2,1,16.62,0.9931,ball_fault
PROPOSED_SPEC,10,0,46,2,2,1,16.30,0.9917,ball_fault
PROPOSED_SPEC,10,0,47,2,2,1,13.88,0.9884,ball_fault
PROPOSED_SPEC,10,0,48,2,2,1,13.85,0.9865,ball_fault
PROPOSED_SPEC,10,0,49,2,2,1,14.15,0.9882,ball_fault
PROPOSED_SPEC,10,0,50,2,2,1,15.64,0.9912,ball_fault
PROPOSED_SPEC,10,0,51,2,2,1,16.61,0.9941,ball_fault
PROPOSED_SPEC,10,0,52,2,2,1,16.09,0.9925,ball_fault
PROPOSED_SPEC,10,0,53,2,2,1,17.77,0.9943,ball_fault
PROPOSED_SPEC,10,0,54,2,2,1,16.24,0.9918,ball_fault
PROPOSED_SPEC,10,0,55,2,2,1,15.53,0.9922,ball_fault
PROPOSED_SPEC,10,0,56,2,2,1,16.56,0.9941,ball_fault
PROPOSED_SPEC,10,1,0,0,0,1,30.73,0.9998,normal
PROPOSED_SPEC,10,1,1,0,0,1,30.64,0.9998,normal
PROPOSED_SPEC,10,1,2,0,0,1,31.02,0.9998,normal
PROPOSED_SPEC,10,1,3,0,0,1,30.37,0.9998,normal
PROPOSED_SPEC,10,1,4,0,0,1,30.83,0.9998,normal
PROPOSED_SPEC,10,1,5,0,0,1,31.58,0.9998,normal
PROPOSED_SPEC,10,1,6,0,0,1,31.53,0.9998,normal
PROPOSED_SPEC,10,1,7,0,0,1,30.18,0.9997,normal
PROPOSED_SPEC,10,1,8,0,0,1,30.92,0.9998,normal
PROPOSED_SPEC,10,1,9,0,0,1,31.88,0.9998,normal
PROPOSED_SPEC,10,1,10,0,0,1,29.22,0.9997,normal
PROPOSED_SPEC,10,1,11,0,0,1,31.04,0.9998,normal
PROPOSED_SPEC,10,1,12,0,0,1,32.62,0.9999,normal
PROPOSED_SPEC,10,1,13,0,0,1,30.08,0.9997,normal
PROPOSED_SPEC,10,1,14,0,0,1,29.37,0.9997,normal
PROPOSED_SPEC,10,1,15,0,0,1,31.18,0.9998,normal
PROPOSED_SPEC,10,1,16,0,0,1,31.16,0.9998,normal
PROPOSED_SPEC,10,1,17,0,0,1,31.37,0.9998,normal
PROPOSED_SPEC,10,1,18,0,0,1,30.70,0.9998,normal
PROPOSED_SPEC,10,1,19,1,1,1,18.84,0.9940,inner_race
PROPOSED_SPEC,10,1,20,1,1,1,19.28,0.9950,inner_race
PROPOSED_SPEC,10,1,21,1,1,1,20.40,0.9962,inner_race
PROPOSED_SPEC,10,1,22,1,1,1,19.86,0.9964,inner_race
PROPOSED_SPEC,10,1,23,1,1,1,21.12,0.9969,inner_race
PROPOSED_SPEC,10,1,24,1,1,1,19.72,0.9952,inner_race
PROPOSED_SPEC,10,1,25,1,1,1,18.46,0.9938,inner_race
PROPOSED_SPEC,10,1,26,1,1,1,19.46,0.9957,inner_race
PROPOSED_SPEC,10,1,27,1,1,1,18.78,0.9944,inner_race
PROPOSED_SPEC,10,1,28,1,1,1,19.69,0.9955,inner_race
PROPOSED_SPEC,10,1,29,1,1,1,20.04,0.9960,inner_race
PROPOSED_SPEC,10,1,30,1,1,1,18.13,0.9944,inner_race
PROPOSED_SPEC,10,1,31,1,1,1,18.74,0.9946,inner_race
PROPOSED_SPEC,10,1,32,1,1,1,21.00,0.9964,inner_race
PROPOSED_SPEC,10,1,33,1,1,1,19.79,0.9950,inner_race
PROPOSED_SPEC,10,1,34,1,1,1,19.36,0.9956,inner_race
PROPOSED_SPEC,10,1,35,1,1,1,18.97,0.9941,inner_race
PROPOSED_SPEC,10,1,36,1,1,1,20.38,0.9960,inner_race
PROPOSED_SPEC,10,1,37,1,1,1,19.95,0.9956,inner_race
PROPOSED_SPEC,10,1,38,2,2,1,16.25,0.9931,ball_fault
PROPOSED_SPEC,10,1,39,2,2,1,16.24,0.9941,ball_fault
PROPOSED_SPEC,10,1,40,2,2,1,15.31,0.9913,ball_fault
PROPOSED_SPEC,10,1,41,2,2,1,16.17,0.9919,ball_fault
PROPOSED_SPEC,10,1,42,2,2,1,15.36,0.9902,ball_fault
PROPOSED_SPEC,10,1,43,2,2,1,16.53,0.9930,ball_fault
PROPOSED_SPEC,10,1,44,2,2,1,15.95,0.9923,ball_fault
PROPOSED_SPEC,10,1,45,2,2,1,15.90,0.9918,ball_fault
PROPOSED_SPEC,10,1,46,2,2,1,16.16,0.9915,ball_fault
PROPOSED_SPEC,10,1,47,2,2,1,13.84,0.9885,ball_fault
PROPOSED_SPEC,10,1,48,2,2,1,13.95,0.9866,ball_fault
PROPOSED_SPEC,10,1,49,2,2,1,14.74,0.9901,ball_fault
PROPOSED_SPEC,10,1,50,2,2,1,16.29,0.9923,ball_fault
PROPOSED_SPEC,10,1,51,2,2,1,16.35,0.9929,ball_fault
PROPOSED_SPEC,10,1,52,2,2,1,16.81,0.9938,ball_fault
PROPOSED_SPEC,10,1,53,2,2,1,17.60,0.9942,ball_fault
PROPOSED_SPEC,10,1,54,2,2,1,16.50,0.9923,ball_fault
PROPOSED_SPEC,10,1,55,2,2,1,15.49,0.9922,ball_fault
PROPOSED_SPEC,10,1,56,2,2,1,16.47,0.9940,ball_fault
PROPOSED_SPEC,10,2,0,0,0,1,30.75,0.9998,normal
PROPOSED_SPEC,10,2,1,0,0,1,30.64,0.9998,normal
PROPOSED_SPEC,10,2,2,0,0,1,31.13,0.9998,normal
PROPOSED_SPEC,10,2,3,0,0,1,30.40,0.9998,normal
PROPOSED_SPEC,10,2,4,0,0,1,31.29,0.9998,normal
PROPOSED_SPEC,10,2,5,0,0,1,31.43,0.9998,normal
PROPOSED_SPEC,10,2,6,0,0,1,31.42,0.9998,normal
PROPOSED_SPEC,10,2,7,0,0,1,30.18,0.9997,normal
PROPOSED_SPEC,10,2,8,0,0,1,30.86,0.9998,normal
PROPOSED_SPEC,10,2,9,0,0,1,31.70,0.9998,normal
PROPOSED_SPEC,10,2,10,0,0,1,29.22,0.9997,normal
PROPOSED_SPEC,10,2,11,0,0,1,30.79,0.9998,normal
PROPOSED_SPEC,10,2,12,0,0,1,32.41,0.9998,normal
PROPOSED_SPEC,10,2,13,0,0,1,30.09,0.9997,normal
PROPOSED_SPEC,10,2,14,0,0,1,29.44,0.9997,normal
PROPOSED_SPEC,10,2,15,0,0,1,31.18,0.9998,normal
PROPOSED_SPEC,10,2,16,0,0,1,31.16,0.9998,normal
PROPOSED_SPEC,10,2,17,0,0,1,31.21,0.9998,normal
PROPOSED_SPEC,10,2,18,0,0,1,30.64,0.9997,normal
PROPOSED_SPEC,10,2,19,1,1,1,18.90,0.9942,inner_race
PROPOSED_SPEC,10,2,20,1,1,1,19.05,0.9947,inner_race
PROPOSED_SPEC,10,2,21,1,1,1,19.91,0.9959,inner_race
PROPOSED_SPEC,10,2,22,1,1,1,19.73,0.9962,inner_race
PROPOSED_SPEC,10,2,23,1,1,1,21.12,0.9969,inner_race
PROPOSED_SPEC,10,2,24,1,1,1,19.72,0.9952,inner_race
PROPOSED_SPEC,10,2,25,1,1,1,18.54,0.9938,inner_race
PROPOSED_SPEC,10,2,26,1,1,1,19.21,0.9953,inner_race
PROPOSED_SPEC,10,2,27,1,1,1,18.68,0.9940,inner_race
PROPOSED_SPEC,10,2,28,1,1,1,19.62,0.9952,inner_race
PROPOSED_SPEC,10,2,29,1,1,1,19.92,0.9959,inner_race
PROPOSED_SPEC,10,2,30,1,1,1,17.97,0.9942,inner_race
PROPOSED_SPEC,10,2,31,1,1,1,18.93,0.9948,inner_race
PROPOSED_SPEC,10,2,32,1,1,1,20.99,0.9964,inner_race
PROPOSED_SPEC,10,2,33,1,1,1,19.85,0.9951,inner_race
PROPOSED_SPEC,10,2,34,1,1,1,19.28,0.9954,inner_race
PROPOSED_SPEC,10,2,35,1,1,1,18.86,0.9937,inner_race
PROPOSED_SPEC,10,2,36,1,1,1,20.14,0.9958,inner_race
PROPOSED_SPEC,10,2,37,1,1,1,19.81,0.9954,inner_race
PROPOSED_SPEC,10,2,38,2,2,1,16.71,0.9931,ball_fault
PROPOSED_SPEC,10,2,39,2,2,1,15.97,0.9940,ball_fault
PROPOSED_SPEC,10,2,40,2,2,1,15.53,0.9916,ball_fault
PROPOSED_SPEC,10,2,41,2,2,1,16.67,0.9927,ball_fault
PROPOSED_SPEC,10,2,42,2,2,1,16.23,0.9918,ball_fault
PROPOSED_SPEC,10,2,43,2,2,1,16.84,0.9937,ball_fault
PROPOSED_SPEC,10,2,44,2,2,1,16.19,0.9927,ball_fault
PROPOSED_SPEC,10,2,45,2,2,1,16.19,0.9924,ball_fault
PROPOSED_SPEC,10,2,46,2,2,1,16.26,0.9919,ball_fault
PROPOSED_SPEC,10,2,47,2,2,1,13.86,0.9883,ball_fault
PROPOSED_SPEC,10,2,48,2,2,1,13.85,0.9865,ball_fault
PROPOSED_SPEC,10,2,49,2,2,1,14.25,0.9890,ball_fault
PROPOSED_SPEC,10,2,50,2,2,1,16.69,0.9931,ball_fault
PROPOSED_SPEC,10,2,51,2,2,1,16.79,0.9942,ball_fault
PROPOSED_SPEC,10,2,52,2,2,1,16.79,0.9938,ball_fault
PROPOSED_SPEC,10,2,53,2,2,1,17.83,0.9946,ball_fault
PROPOSED_SPEC,10,2,54,2,2,1,16.10,0.9914,ball_fault
PROPOSED_SPEC,10,2,55,2,2,1,15.29,0.9919,ball_fault
PROPOSED_SPEC,10,2,56,2,2,1,16.46,0.9940,ball_fault
PROPOSED_SPEC,10,3,0,0,0,1,31.10,0.9998,normal
PROPOSED_SPEC,10,3,1,0,0,1,30.86,0.9998,normal
PROPOSED_SPEC,10,3,2,0,0,1,31.16,0.9998,normal
PROPOSED_SPEC,10,3,3,0,0,1,30.44,0.9998,normal
PROPOSED_SPEC,10,3,4,0,0,1,31.01,0.9998,normal
PROPOSED_SPEC,10,3,5,0,0,1,31.55,0.9998,normal
PROPOSED_SPEC,10,3,6,0,0,1,31.53,0.9998,normal
PROPOSED_SPEC,10,3,7,0,0,1,30.36,0.9997,normal
PROPOSED_SPEC,10,3,8,0,0,1,30.86,0.9998,normal
PROPOSED_SPEC,10,3,9,0,0,1,31.70,0.9998,normal
PROPOSED_SPEC,10,3,10,0,0,1,29.19,0.9997,normal
PROPOSED_SPEC,10,3,11,0,0,1,30.79,0.9998,normal
PROPOSED_SPEC,10,3,12,0,0,1,32.12,0.9998,normal
PROPOSED_SPEC,10,3,13,0,0,1,29.82,0.9997,normal
PROPOSED_SPEC,10,3,14,0,0,1,29.44,0.9997,normal
PROPOSED_SPEC,10,3,15,0,0,1,31.18,0.9998,normal
PROPOSED_SPEC,10,3,16,0,0,1,31.04,0.9998,normal
PROPOSED_SPEC,10,3,17,0,0,1,31.30,0.9998,normal
PROPOSED_SPEC,10,3,18,0,0,1,30.65,0.9997,normal
PROPOSED_SPEC,10,3,19,1,1,1,19.10,0.9945,inner_race
PROPOSED_SPEC,10,3,20,1,1,1,19.05,0.9947,inner_race
PROPOSED_SPEC,10,3,21,1,1,1,20.20,0.9962,inner_race
PROPOSED_SPEC,10,3,22,1,1,1,19.73,0.9962,inner_race
PROPOSED_SPEC,10,3,23,1,1,1,21.16,0.9967,inner_race
PROPOSED_SPEC,10,3,24,1,1,1,19.54,0.9949,inner_race
PROPOSED_SPEC,10,3,25,1,1,1,18.24,0.9935,inner_race
PROPOSED_SPEC,10,3,26,1,1,1,19.13,0.9951,inner_race
PROPOSED_SPEC,10,3,27,1,1,1,18.77,0.9942,inner_race
